Source,Round,Number,Question,Answer
2022 SANDS,8,6,"This author declares “this land was ours before we were the land’s” in “The Gift Outright.” The speaker of another poem by this author notes that he has “miles to go” before he sleeps. This poet, who used the refrain “good fences make good neighbors” in (*) “Mending Wall,” wrote another poem that begins “two roads diverged in a yellow wood.” For 10 points, name this American poet of “The Road not Taken.”",Robert Frost
2022 SANDS,8,7,"The creation myth of one civilization inspired the Benben stones that top these non-obelisk structures. A “bent” one of these structures was built for Sneferu. The architect Imhotep used stacked mastabas to design a (*) “step” one of these structures for Djoser. A noseless Sphinx statue sits near three “Great” examples of these structures in Giza. For 10 points, what monumental structures were often the burial sites of Egyptian Pharaohs?",pyramids [accept bent pyramids or step pyramids or Great Pyramid of Giza]
2022 SANDS,8,8,"This text advises to “beat her and knock her about” when describing Fortune. This text claims that the title figure should master the conflict between cunning and strength represented by a lion and fox. This text uses the example of (*) Cesare Borgia to argue that it is better to be feared than loved as a ruler. For 10 points, name this political text written by Niccolo Machiavelli.",The Prince
2022 SANDS,8,9,"It's not a neutrino, but researchers at Super-Kamiokande seek to observe the decay of this particle into a neutral pion and a positron. 90% of cosmic rays are made of these particles, which decay into a neutron via beta plus decay. These particles are made of two (*) up quarks and one down quark. The atomic number is also the number of these particles. For 10 points, name these positively charged particles that make up the nucleus with neutrons.",protons
2022 SANDS,8,10,"One of these texts claims that “If men were angels, no government would be necessary.” The tenth of these texts warns about the harmful nature of “factions.” The pseudonym Brutus was among those used to write the (*) “Anti-[these texts].” The pseudonym Publius was collectively used by John Jay, Alexander Hamilton, and James Madison to author, for 10 points, what set of “Papers” promoting the ratification of the U.S. Constitution?",The Federalist Papers
2022 SANDS,8,11,"In one episode, this character repeats the phrase “I don’t need it” before drinking a vase full of water. This character, who constantly fails his driver’s tests with Mrs. Puff at “Boating School,” sings the Goofy Goober Rock to defeat (*) Plankton at the end of his first movie.This character works as a fry cook at the Krusty Krab alongside Squidward. For 10 points, name this Bikini Bottom resident who “lives in a pineapple under the sea.”",SpongeBob SquarePants [accept either underlined]
2022 SANDS,8,12,"A ruler with this name started the War of Spanish Succession by attempting to put his grandson on the Spanish throne. That ruler of this name apocryphally proclaimed “I am the state” and was known as the Sun King. A ruler of this name was executed by (*) guillotine in 1793, shortly before his wife Marie Antoinette. The Palace at Versailles was commissioned by a ruler with, for 10 points, what regnal name, shared by eighteen kings of France.",Louis [accept Louis XIV or Louis XVI]
2022 SANDS,8,13,"The protagonist of this work observes the skull of Archbishop Ruggieri getting chewed on by Count Ugolino. This work features the murdered lovers Paolo and Francesca. The protagonist of this work is guided to a gate reading (*) “abandon all hope ye who enter here.” The narrator travels through the nine circles of hell in this work’s first section, Inferno. For 10 points, name this Italian epic poem by Dante.",Divine Comedy [or La Divina Commedia; accept Inferno before mentioned]
2022 SANDS,8,14,"The namesake DNA of this organelle is only maternally inherited. It’s not chloroplasts, but the endosymbiotic theory believes these organelles originated as separate prokaryotes. The matrix of this organelle contains folds called (*) cristae. These organelles contain ATP synthase, which they use in the final step of cellular respiration. For 10 points, name this organelle which is the powerhouse of the cell.",Mitochondria
2022 SANDS,8,15,"One warrior in this conflict refused to fight after a leader took his concubine Briseis. The death of that person’s companion Patroclus caused him to drag around the body of his opponent Hector in this conflict. This conflict ended after a (*) fake wooden horse filled with soldiers was given to its central city. For 10 points, name this conflict described in The Iliad, which was sparked by Paris’ abduction of Helen.",Trojan War
2022 SANDS,8,16,"This function’s output is 1 minus theta squared over 2 in its small angle approximation. The reciprocal of this function is known as the secant function. This function’s derivative is negative sine, and it represents the (*) x-coordinate in the unit circle. Tangent equals sine over this function. For 10 points, identify this function which, in a right triangle, is the ratio of the adjacent side to the hypotenuse.",cosine
2022 SANDS,8,17,"Special “donut” types of these items for use in emergencies are less durable than their normal counterparts. To improve performance in colder climates, these items are often outfitted with chains. These items are sold by companies like (*) Bridgestone, Michelin, and Goodyear. The effectiveness of these items decrease with use since their treads wear out. For 10 points, what rubber items cover a car’s wheels?",tires
2022 SANDS,8,18,"This artist depicted Jesus crossing his fingers while holding a glass orb in the painting Salvator Mundi. A male nude is inscribed within a circle and a square in this artist’s Vitruvian Man. This artist painted a portrait of (*) Lisa del Giocondo with a mysterious smile, as well as a scene in which Jesus dines with his disciples. For 10 points, name this Italian polymath who painted The Last Supper and the Mona Lisa.",Leonardo da Vinci [accept either underlined portion]
2022 SANDS,8,19,"Two answers required. The “Peace Village” is on the border between these two countries, which was created by a 1953 armistice signed in Panmunjom. The Sunshine Policy attempts to improve relations between these two countries. The 38th parallel was used to demarcate (*) the Demilitarized Zone that separates, for 10 points, what two Asian nations that share a peninsula that contains cities like Seoul and Pyongyang?",North Korea and South Korea
2022 SANDS,8,20,"This country’s cuisine includes the Portuguese-influenced dish vindaloo. Blocks of cottage cheese known as paneer are a common ingredient in dishes in this country. The tandoor style of cooking originated in this country’s state of (*) Rajasthan. Many of this country’s curries are eaten with breads like naan and roti. For 10 points, name this large South Asian country home to the cities of Mumbai and Delhi.",India
2022 SANDS,9,1,"A one percent change in this quantity causes a two percent change in GDP, according to Okun’s Law. An inverse relationship between inflation and this quantity is depicted in the Phillips Curve. The “frictional” and “structural” types of this concept add up to its (*) “natural rate.” Discouraged and retired workers are not included in the calculation of this quantity. For 10 points, what quantity describes the number of people who cannot find jobs.",unemployment rate
2022 SANDS,9,2,"The Hays Code was an early set of guidelines for censoring these works. The Palm d’Or is an award given to these works at an annual festival held in Cannes. The Sundance Festival highlights the “indie” variety of these works. The MPAA sets (*) ratings for these works, which include NC-17, R, and PG-13. For 10 points, what works of media are shown in namesake theaters by AMC and Cinemark?",movies [or films or motion pictures]
2022 SANDS,9,3,"Since he believed that this event was divine punishment, aid to victims of this event was reduced by Charles Trevelyan. Victims of this event attempted to escape it by boarding “coffin ships.” This event was partially ended when Robert Peel repealed the (*) Corn Laws. For 10 points, what period of starvation devastated an island off the coast of Britain due to the blight of a namesake staple crop?",Irish Potato Famine [or Great Hunger or Great Famine or Irish Famine]
2022 SANDS,9,4,"Pierre L’Enfant created the layout of this city’s streets and landmarks. A memorial consisting of two engraved black granite walls was designed for this city by Maya Lin. Daniel Chester French created a marble statue of a seated (*) president for display in this city, which sits at the opposite end of the National Mall from a large white obelisk. For 10 points, name this city home to the Washington Monument and the Lincoln Memorial.","Washington, D.C. [accept D.C.]"
2022 SANDS,9,5,"This man’s Vice President Schuyler Colfax resigned after a scandal involving a fraudulent company working on the Union Pacific Railroad. This president’s private secretary, Orville Babcock, was implicated in a scandal involving unpaid liquor taxes. The (*) Credit Mobilier and Whisky Ring scandals tainted the presidency of, for 10 points, what 18th President, a former Union Army general?",Ulysses Grant
2022 SANDS,9,6,"For an object of uniform density, the centroid coincides with the center of this quantity. Einstein’s equivalence principle relates the gravitational and inertial types of this quantity. This quantity multiplied by velocity gives linear (*) momentum, while this quantity multiplied by little g gives weight. For 10 points, name this quantity that represents the amount of matter in an object, which is measured in kilograms.",mass
2022 SANDS,9,7,"This god uses a drum called the damaru to regulate the universe in his dancing Nataraja form. This god, who obtained a blue throat after swallowing the poison Halahala, rides the white bull Nandi and resides on Mount Kailash. This god often depicted with a (*) third eye on his forehead is the consort of Parvati and the father of the elephant-headed Ganesha. For 10 points, name this Hindu destroyer god.",Shiva
2022 SANDS,9,8,"While visiting a children’s shelter, one member of this family wore a green Zara jacket with the message “I really don’t care, do you?” On August 8, 2022, the FBI raided the house of another member of this family to obtain classified documents removed from one office. (*) Barron and Ivanka are children of a member of this family, who once tweeted “covfefe.” For 10 points, name this family that includes Melania and the 45th U.S. president, Donald.",Trump family
2022 SANDS,9,9,"This word names a “number” that indicates the charge that an atom would have if it entered an ionic state. The O.I.L. and L.E.O. mnemonics are a common method of understanding reactions named for this word. The rusting of iron (*) is the most common example of reactions described by this word. For 10 points, name this term that names a type of reaction in which electrons are lost, the opposite of reduction.",oxidation reaction [accept oxidation number; prompt on redox]
2022 SANDS,9,10,"One character in this play declares that “parting is such sweet sorrow” in a scene where she asks “what’s in a name?” Another character in this play, who initially loves Rosaline, is banished from Verona for killing (*) Tybalt. Mercutio wishes a plague on the feuding Montague and Capulet families in this play. For 10 points, name this Shakespeare tragedy about a pair of “star-cross’d lovers.”",Romeo and Juliet
2022 SANDS,9,11,"One feature created by these entities have “lateral” and “terminal” types. The Matterhorn was formed by the diverging erosion of these entities. These entities create U-shaped valleys and cirques and leave behind their namesake till in moraines.(*) The calving of one material forming these features creates icebergs. For 10 points, name these large bodies of moving ice.",glaciers
2022 SANDS,9,12,"One of these musical entities named for the city of Naples can serve as a predominant. One of these musical entities denoted by the Roman numeral “V” often leads to one of these entities labeled “I.” Types of these musical entities include (*) major, minor, diminished, and augmented. Guitarists and pianists often play these musical entities as accompaniment for vocalists. For 10 points, name these musical entities consisting of multiple notes that sound simultaneously.",chords
2022 SANDS,9,13,"This character, who discusses Romeo and Juliet with two nuns, asks the cab driver Horwitz “where do ducks go when the lake freezes?” Jane Gallagher is a love interest of this character, who is the brother of Allie, D.B., and Phoebe. (*) Pencey Prep expels this character, who dislikes “phonies.” For 10 points, name this protagonist of J.D. Salinger’s The Catcher in the Rye.",Holden Caulfield [accept either underlined portion]
2022 SANDS,9,14,"The Passaic River flows over a 77-foot waterfall in this state’s city of Paterson. Coastal cities in this state include Cape May and the popular gambling destination of Atlantic City. Residents of this state’s cities of Hoboken and (*) Newark often commute to New York City across the Hudson River. For 10 points, name this Eastern seaboard state sandwiched between New York and Pennsylvania.",New Jersey
2022 SANDS,9,15,"The protagonist of this novel thinks the Balsam of Fierabras has healing powers and is defeated in a fight by the Knight of the White Moon. This novel’s title character is infatuated with the peasant girl Dulcinea and rides the horse (*) Rocinante. The squire Sancho Panza appears in this novel, which is titled for a self-proclaimed knight who attacks windmills. For 10 points, name this novel by Miguel de Cervantes.",Don Quixote [or The Ingenious Gentleman Don Quixote of La Mancha or El ingenioso hidalgo Don Quijote de la Mancha]
2022 SANDS,9,16,"One region of this organ contains a part of dentate granule cells called mossy fibers. In this organ, Schwann cells create a layer of myelin over a certain type of cell. The cavity in which this organ resides is filled with (*) cerebrospinal fluid to protect it and remove waste. Processes like breathing are controlled in this organ's namesake stem. For 10 points, name this organ inside the skull in which neurons are used to store information",Brain
2022 SANDS,9,17,"This leader declared that he was “prepared to die” for his ideals during the Rivonia Trial. For part of a 27 year prison sentence, this leader labored in a lime quarry while on Robben Island. This leader shared the 1993 Nobel Peace Prize with (*) F. W. de Klerk for helping to end apartheid. For 10 points, what leader was the first black president of South Africa?",Nelson Mandela
2022 SANDS,9,18,"During a victory boat parade, Cam Brate caught the Super Bowl trophy that this player tossed to him. At his current team, this player, who briefly retired in February of 2021, reunited with longtime teammate Rob Gronkowski. This player won his (*) 7th Super Bowl ring after defeating the Kansas City Chiefs in 2021, making him the player with the most in NFL history. For 10 points, what long time Patriots quarterback recently announced his retirement with the Buccaneers?",Tom Brady
2022 SANDS,9,19,"A man nicknamed Cato led one of these events in South Carolina named for the Stono River. The participants in one of these events aboard The Amistad were defended in court by an elderly John Quincy Adams. A solar eclipse inspired (*) Nat Turner to lead one of these events in Virginia. Plantation owners attempted to prevent, for 10 points, what events in which forced laborers overthrew their masters?",slave revolt [accept rebellion or uprising or mutiny instead of revolt; prompt on mutiny alone]
2022 SANDS,9,20,"Dividing the ideal gas constant by this quantity results in Boltzmann’s constant. This quantity which is defined as the number of atoms in twelve grams of carbon-12 is equal to the number of particles in (*) 22.4 liters of gas at standard temperature and pressure. For 10 points, name this constant which is the number of particles in a mole, approximately equal to 6.02 times 10 to the 23rd power.",Avogadro’s number [accept Avogadro’s constant; prompt on variable]
2022 SANDS,10,1,"One variety of these substances is used to hydrogenate triple bonds and is named for Herbert Lindlar. When these substances are not in phase with other reactants, they are termed heterogenous. These substances create an alternative transition state and thus reduce the (*) activation energy of a reaction. Organic examples of them are called enzymes. For 10 points, name these substances, which increase the rate of a reaction without being consumed.",catalysts [accept enzymes before mention]
2022 SANDS,10,2,"Early reforms made by this ruler include imposing a beard tax and abolishing the Boyar-controlled Duma. This ruler studied shipbuilding in the Netherlands while on his Grand Embassy to Western Europe. A bronze equestrian statue of this ruler stands in his (*) namesake city on the Gulf of Finland. For 10 points, name this Tsar who modernized Russia in the early 18th century.",Peter the Great [or Peter I; prompt on Peter]
2022 SANDS,10,3,"During one holiday, the Ma’Oz Tzur is sung while using one of these objects called a shamash. During that holiday, these objects are placed in one structure from right to left and used left to right. After the destruction of the (*) Temple of Jerusalem, an object holding these things stayed on for eight nights despite having enough oil for only one. For 10 points, name these objects that are lit on a menorah during Hanukkah.",candle [prompt on menorah by asking “What objects are held in the menorah?”]
2022 SANDS,10,4,"One character in this novel is forced to read to the morphine addict Mrs. Dubose. In this novel, soap dolls and pennies found in a tree are revealed to be gifts from Boo Radley. After he is accused of rape by Mayella (*) Ewell, Tom Robinson is defended by the protagonist’s father, Atticus, in this novel. For 10 points, name this novel narrated by Scout Finch and written by Harper Lee.",To Kill a Mockingbird
2022 SANDS,10,5,"The hypogeum beneath this structure contained tunnels to transport exotic animals for venatores to hunt. In this structure, the pollice verso thumb gesture signaled the fate of defeated competitors. Vespasian began building this structure, alternatively called the (*) Flavian Amphitheater. Mock naval battles and gladiatorial fights were performed in, for 10 points, what large Roman arena?",Colosseum [accept Flavian Amphitheater until mentioned]
2022 SANDS,10,6,"This man lost a bet to Kip Thorne regarding the binary star system Cygnus X-1, which he wrote about in A Brief History of Time. This man’s work on black holes led him to theorize a process by which they would vanish, his namesake (*) radiation. Despite suffering from a certain disorder, this man was still able to communicate using a voice synthesizer. For 10 points, name this English physicist, who passed away in 2018 due to complications of ALS.",Stephen Hawking
2022 SANDS,10,7,"A character with super strength in this film sings about “Pressure, like a drip, drip, drip that'll never stop.” In this film, characters sing about ill prophecies made by a character who “We Don’t Talk About.” In this film, the power-less (*) Mirabel sings about the “gifts” given to her family by a “miracle” in the form of a candle. For 10 points, name this Disney musical film about the magical Madrigal family.",Encanto
2022 SANDS,10,8,"This artist included scenes such as “Green Car Crash” in his series Death and Disaster. In 1968, Valerie Solanas attempted to kill this artist at his New York City studio, which was known as The Factory. This artist used silkscreening to create a (*) Marilyn Diptych as well as a series of thirty-two prints of red-and-white cans. For 10 points, name this American pop artist known for his Campbell’s Soup Cans.",Andy Warhol
2022 SANDS,10,9,"This city lies opposite Bainbridge Island across the Puget Sound. This city, currently home to the NHL’s Kraken, was once home to the NBA’s Supersonics. Boeing was founded in this city, which contains the headquarters of Starbucks and (*) Amazon. The Space Needle dominates the skyline of this notoriously rainy city in the Pacific Northwest. For 10 points, name this largest city in Washington.",Seattle
2022 SANDS,10,10,"In one play by this author, a character throws a radio out the window during a poker game. In another play by this author, a unicorn is broken by a “gentleman caller.” A character created by this author declares she has “always depended on the kindness of strangers” and is assaulted by (*) Stanley Kowalski. The Wingfield family and Blanche Dubois were created by, for 10 points, what author of The Glass Menagerie and A Streetcar Named Desire?",Tennessee Williams
2022 SANDS,10,11,"A genre this composer created was inspired by the poetry of Adam Mickiewicz. Études by this composer include ones nicknamed “Winter Wind” and “Revolutionary”. The notes A-flat and G-sharp are repeated in a prelude by this composer nicknamed (*) “Raindrop”. This composer’s other solo piano works include a Fantasie-Impromptu and the Minute Waltz. For 10 points, name this Polish composer of many nocturnes and ballades.",Frédéric Chopin
2022 SANDS,10,12,"These works often contain a “cutting word” and “seasonal reference.” Many of these works are collected in the travelogue The Narrow Road to the Deep North, and they were derived from renga. One of these works describes the sound of a (*) frog jumping into a pond and was by a master of this form of poetry named Matsuo Basho. For 10 points, name this Japanese form of poetry that follows a 5-7-5 syllable scheme.",haiku
2022 SANDS,10,13,"A leader of this county committed suicide with an AK-47 in the La Moneda palace. In 1973, a CIA-backed coup overthrew that socialist leader, Salvador Allende, after he nationalized this country’s copper mines in the (*) Atacama Desert. Dissidents were brutally suppressed during the dictatorship of Austugo Pinochet in, for 10 points, what South American country led from Santiago?",Republic of Chile
2022 SANDS,10,14,"This antagonist’s daughter Delphini attempts to resurrect him in a work titled for a “cursed child."" This character who kills Grindelwald while searching for the Elder Wand splits his soul into seven (*) horcruxes. This leader of the Death Eaters leaves a lightning-bolt shaped scar on the forehead of one character who kills him at the Battle of Hogwarts. For 10 points, name this archenemy of Harry Potter who “must not be named.""",Lord Voldemort [accept either underlined part Tom Riddle]
2022 SANDS,10,15,"In this biome, aluminum and iron form chelates and move to a deeper level in the process to create podzol. A layer of ice underneath the active layer in this biome is called permafrost. Animals like the Pine Marten, Pileated Woodpecker, and (*) Caribou live in this biome. Evergreen trees like spruce pine and fir trees are common in this biome. For 10 points, name this biome located between tundras and deciduous forests.",Taiga
2022 SANDS,10,16,"Stocks of this man’s company dropped nearly 12% the Friday after this man tweeted that its stock prices were “too high imo.” That same company’s stock price dropped after this man smoked marijuana on a podcast with (*) Joe Rogan. In April of 2022, this man terminated his deal to purchase Twitter for 44 billion dollars. For 10 points, name this founder of SpaceX and CEO of Tesla.",Elon Musk
2022 SANDS,10,17,"A practitioner of these disciplines, who was taught by Ip Man, encouraged his students to “Be water, my friend.” One of the oldest one of these disciplines was developed by Buddhist monks from the Shaolin temple. (*) Chuck Norris founded one of these disciplines called Chuck Kuk Do, and the Wing Chun one of these disciplines was practiced by Bruce Lee. Tae Kwon Do, Kung Fu, and Karate are examples of, for 10 points, what fighting disciplines?",martial arts [accept wushu]
2022 SANDS,10,18,"Evidence from NASA's Dawn spacecraft suggests that Ceres could be home to an ice type of this geologic feature. Io has an abundance of these features, which are responsible for its surface color. The largest one of these features in the solar system is the Martian (*) Olympus Mons, which is of the “shield” variety and could be active. For 10 points, name these geologic features that can erupt with lava.",volcanoes [accept more specific answers like cryovolcano or shield volcano]
2022 SANDS,10,19,"One of these creatures gives up his immortality in exchange for Prometheus’ freedom. These creatures, who are rivals of the Lapiths, include Nessus, whose poisoned blood causes the death of Heracles. Another of these creatures, who was the (*) instructor of many heroes including Achillies and Jason, is Chiron. For 10 points, name these half-human, half-horse creatures from Greek mythology.",centaur
2022 SANDS,10,20,"To oppose this process, Senator Harry Byrd headed a campaign of “Massive resistance.” This process was ordered to be carried out “with all deliberate speed” following a 1954 Supreme Court case that ruled that the notion of “separate but equal” was unconstitutional. The ruling in (*) Brown v. Board of Education called for, for 10 points, what process that ended the separation of education institutions based on race?",school desegregation [or school integration; prompt on desegregation or integration]
2022 SANDS,11,1,"This character settles a debate on how to crack eggs between the Little and Big Endians. The Houyhnhms, a race of intelligent horses, call this character a “Yahoo.” This sailor discovers the island of Laputa and another island inhabited by a race of people six inches tall called (*) Lilliput. A satirical novel by Jonathan Swift focuses on, for 10 points, what character’s “travels” to fantasy lands.",Lemuel Gulliver [accept Gulliver’s Travels]
2022 SANDS,11,2,"When light hits a convex lens on a glass plane, an effect known as this physicist’s namesake “rings” occurs. It’s not Euclid, but this man wrote about his experiments using a prism in Opticks. The constant big G was introduced in this man’s law of universal gravitation, (*) while another set of his laws states that every action has an equal and opposite reaction as well as that F = ma. For 10 points, name this English physicist who names three laws of motion.",Isaac Newton
2022 SANDS,11,3,"The vigilante group Los Pepes and the First Search Bloc sought to kill the leader of one of these groups named for the city of Medellin. One of these groups named for the Mexican state of Sinaloa was led by El Chapo. (*) Pablo Escobar led a Colombian one of these organizations.The DEA primarily combats, for 10 points, what crime organizations that produce and distribute substances like heroin and cocaine?",drug cartels
2022 SANDS,11,4,"In one poem, this author states “how dreary to be somebody.” This poet of “I’m Nobody! Who are you?” describes a “bird that kept so many warm” in “Hope is the thing with feathers.” In another poem, this author recounts a (*) carriage ride with Immortality and Death. For 10 points, name this “Belle of Amherst,” a reclusive American poet who wrote “Because I could not stop for Death.”",Emily Dickinson
2022 SANDS,11,5,"In this river’s basin, the Awá and Korubo are among nearly one hundred uncontacted tribes threatened by logging. Pink river dolphins and piranhas primarily inhabit this river. The Rio Negro joins this river at (*) Manaus, the capital of a northern Brazilian state named after this river. The world’s largest rainforest shares its name with, for 10 points, what river, the longest in South America?",Amazon River
2022 SANDS,11,6,"These materials' substitutional type is created by switching one atom for a similar sized atom. When these materials involve mercury, they are called amalgams. Corrosion resistance in one of these materials is achieved by introducing chromium, which makes it “stainless. (*) Examples of these materials that contain copper include bronze and brass. For 10 points, name these materials, which are composed of at least two different metals.",alloys
2022 SANDS,11,7,"During this period, daybreak begins when the human eye can distinguish a white thread from a black thread. Laylat al-Qadr occurs during this period, during which people eat suhoor before sunrise and iftar at sunset. The pillar of (*) sawm is practiced during this month, which concludes with a large feast on the first day of Shawwal called Eid al-Fitr. For 10 points, name this ninth month of the Islamic calendar, which involves daily fasting.",Ramadan
2022 SANDS,11,8,"This ballet’s score contains a Russian Trepak and an Arabian Dance. The toymaker Drosselmeyer and the evil Mouse King appear in this ballet. The title object of this ballet is gifted to Clara and later broken by Fritz. This ballet contains “The Waltz of the Flowers” and (*) “The Dance of the Sugar Plum Fairy”. For 10 points, name this ballet with music by Tchaikovsky, that is often performed around Christmas.",The Nutcracker
2022 SANDS,11,9,"After the disastrous Gallipoli campaign, this politician was forced to resign as First Lord of the Admiralty. This politician, who coined the term “iron curtain,” proclaimed that “we shall fight on the beaches” after an evacuation at (*) Dunkirk. This politician achieved his highest post after the resignation of Neville Chamberlain in 1940. For 10 points, name this Prime Minister of Great Britain during World War II.",Winston Churchill
2022 SANDS,11,10,"The citizenship of one participant in this event has come into question after she represented her mother’s birth country. That person, Eileen Gu, won events in the big air and (*) halfpipe type of one activity. This is the most recent iteration of a quadrennial event that includes competitions in figure skating and snowboarding. For 10 points, name this 2022 international sporting event held in the capital of China.",2022 Beijing Olympics [accept 2022 Winter Olympics before “2022” mention and prompt after mention; prompt on just “Winter Olympics”]
2022 SANDS,11,11,"This ruler’s horse Bucephalus died shortly after this ruler won the Battle of Hydaspes in India. Following his death, this ruler’s lands were fought over by the Diadochi. At the Battle of Gaugamela, this ruler’s defeat of (*) Darius III completed his conquest of the Persian Empire. An Egyptian city home to ancient wonders like a lighthouse and library was named for, for 10 points, what “Great” Macedonian conqueror?",Alexander the Great [or Alexander III; prompt on Alexander]
2022 SANDS,11,12,"The solution to the Basel problem is this constant squared over 6. Two times this constant is called tau. This constant is the period of tan, and this number of radians is equivalent to 180 degrees. This number is the ratio of a (*) circle’s circumference to its diameter, and the area of a circle can be written as this constant times the radius squared. For 10 points, name this constant equal to around 22/7 or 3.14.",pi
2022 SANDS,11,13,"This city’s Baixa district is home to Pombaline architecture built after a major 1755 earthquake. This port city’s longest bridge crosses the Tagus River and is named after explorer Vasco da Gama. This city is the (*) westernmost capital in mainland Europe. This is the capital of the smaller of two countries on the Iberian Peninsula. For 10 points, name this capital of Portugal.",Lisbon
2022 SANDS,11,14,"The perpetrators of an attack in this city claimed the benefit of the clergy to reduce their punishments. That attack in this city, which allegedly started with onlookers throwing snowballs, resulted in the death of Crispus Attucks. Mohawk disguises were worn by Samuel Adams’s (*) Sons of Liberty before they dumped hundreds of tea chests into the harbor of, for 10 points, what city, the capital of Massachusetts?",Boston [accept Boston Massacre or Boston Tea Party]
2022 SANDS,11,15,"In a novel by this author that begins “happy families are all alike,” Kitty marries the farmer Konstantin Levin. Andrei Bolkonsky’s engagement to Natasha Rostova is broken off before marrying Pierre Bezukhov in another novel by this author. A character who has an affair with (*) Count Vronsky commits suicide by jumping in front of a train in this author’s Anna Karenina. For 10 points, name this Russian author of War and Peace.",Leo Tolstoy
2022 SANDS,11,16,"One painting in this building depicts souls in the process of being sent to either heaven or hell. In a painting in this building, God reaches out with one finger to give life to the first man. The Last Judgment and The (*) Creation of Adam are frescoes in this church. An artist hired to paint the inside of this church designed a scaffolding system to paint its ceiling. For 10 points, name this church in Vatican City with an interior painted by Michelangelo.",The Sistine Chapel
2022 SANDS,11,17,"A serpent named for this phenomena is a creator god in Australian mythology. Heimdall guards a bridge made of this phenomenon that connects Asgard and Midgard called the Bifrost. Iris is a goddess of this phenomena in Greek myth. A (*) “pot of gold” guarded by a leprechaun is said to be found at the end of these phenomena in Irish legend. For 10 points, name these colorful phenomena that appear in the sky after it rains.",rainbow
2022 SANDS,11,18,"An agreement known as an escrow is often involved in the purchase of these things. Those interested in buying one of these things may use websites such as Redfin or Zillow. Companies that assist buyers of these things include Rocket and (*) Quicken Loans. Buyers of these things will often consider square footage as well as the number of bedrooms and bathrooms. For 10 points, name these dwellings that one can finance payment for in a mortgage.","houses [accept real estate, prompt on property or land]"
2022 SANDS,11,19,"Pierre Verhulst introduced a logistic function to model the growth of this quantity, which Thomas Malthus theorized a geometric increase for. The value of this quantity for an environment is limited by a constant symbolized K, the (*) carrying capacity. Since the Black Death, this quantity for humans has consistently increased. For 10 points, name this quantity stating the number of organisms in a certain area.",population size [accept number of humans or organisms before mentioned]
2022 SANDS,11,20,"This character, who lives in a cave on Mount Crumpit, ties a horn onto his dog, Max. While stealing a tree, this character encounters a two-year-old looking for a glass of water named Cindy-Lou. This character, whose heart grows (*) “three sizes,"" is surprised to see joyous singing in Whoville for the title holiday. For 10 points, name this Dr. Seuss character, who attempts to steal Christmas.",the Grinch
2022 SANDS,12,1,"At the professional level, this activity is governed by the IFBB, which bans substances like “gear” and “tren.” “Classic” and “Men’s” physique are among the divisions in this activity’s Mr. Olympia competition, which (*) Arnold Schwarzenegger won seven times. At this activity’s “shows,” competitors apply a tan and oil before executing poses on a stage. For 10 points, what activity involves competitors showcasing their muscles?",bodybuilding [prompt on weight lifting; accept physique until mentioned; DO NOT ACCEPT OR PROMPT ON “powerlifting”]
2022 SANDS,12,2,"In one speech, this man used the term “axis of evil” to describe countries like Iran and North Korea. This man gave the “Mission Accomplished” speech after the conclusion of the invasion of Iraq. During this president’s tenure, the (*) Twin Towers were destroyed on September 11th, 2001, leading to the war in Afghanistan. For 10 points, Bill Clinton was succeeded as president by, what man, the son of a former president?","George Walker Bush [accept George Bush the Younger or “Dubya”; prompt on Bush, DO NOT ACCEPT OR PROMPT ON George Herbert Walker Bush or George Bush the Elder]"
2022 SANDS,12,3,"This organ contains a cup-like sac called Bowman's capsule, which contains the glomerulus. The U-shaped portion of the connecting tubule between the functional units of this organ is called the loop of Henle. The functional units of these organs are called (*) nephrons. Dialysis filters the blood and prevents sepsis when these organs fail. For 10 points, name these organs that produce urine.",Kidney
2022 SANDS,12,4,"In a Supreme Court ruling about this practice, a concurring opinion called for eliminating “substantive due process.” In response to a Texas law fining anyone who aided this practice, Governor Newsome declared California a (*)“safe haven” for this practice. The right to this practice was protected by the ruling in Roe v. Wade. For 10 points, name this practice, which deliberately ends a pregnancy.",abortion
2022 SANDS,12,5,"This novel, which ends with the lines “after all, tomorrow is another day,” features a party hosted at the Twelve Oaks plantation by Ashley Wilkes. In order to get money to save Tara plantation, the protagonist of this novel looks to marry Frank Kennedy and (*) Rhett Butler. The antebellum South is romanticized in this novel by Margaret Mitchell. For 10 points, name this novel that focuses on the southern belle Scarlett O’Hara.",Gone with the Wind
2022 SANDS,12,6,"This quantity for a liquid falling out of a tank is equal to the square root of 2gh by Torricelli's theorem. Centripetal acceleration is equal to this quantity squared over radius. An object in free fall will accelerate until it reaches a “terminal” (*) type of this quantity. Because this quantity has a magnitude and a direction, it is differentiated from speed. For 10 points, name this quantity which equals the rate of change in displacement.",velocity
2022 SANDS,12,7,"One author with this surname describes a “traveler from an antique land” in a poem that warns “Look on my works, ye mighty, and despair!” In addition to the author of “Ozymandias,” an author with this surname wrote a novel subtitled “The Modern Prometheus,” in which (*) Henry Clerval is killed by the creation of the protagonist. For 10 points, name this surname shared by Percy and Mary, the latter of whom wrote Frankenstein.",Shelley [accept Percy Bysshe Shelley or Mary Wollstonecraft Shelley]
