Source,Round,Number,Label,Question,Answer
2022 SANDS,7,11,L,"The Balfour Declaration supported the creation of a “national home” for members of a certain religion, which became this country. For 10 points each:",
2022 SANDS,7,11,A,[M] Name this country that was invaded by five Arab nations shortly after its creation in 1948.,Israel
2022 SANDS,7,11,B,[H] Theordor Herzl founded this movement in the late 19th Century to advocate for the establishment of a Jewish homeland. This movement was named after a word in the Bible that referred to the Land of Israel as a whole.,Zionism [or Zionist Movement; accept Zion]
2022 SANDS,7,11,C,[E] The land that became Israel was a territory with this name. A territory with this name claims Gaza and the West Bank in an ongoing conflict with Israel.,Palestine [accept Mandatory Palestine]
2022 SANDS,7,12,L,This thinker defined one concept as “personality writ large” in her work Patterns of Culture. For 10 points each:,
2022 SANDS,7,12,A,[H] Name this thinker and student of Franz Boas who analyzed the “shame” and “guilt” cultures of one country in her work The Chrysanthemum and the Sword.,Ruth Benedict
2022 SANDS,7,12,B,"[E] Benedict’s work The Chrysanthemum and the Sword focused on this East Asian island country. Hiragana, katakana, and kanji are all scripts used to write this country’s main language.",Japan
2022 SANDS,7,12,C,"[M] Benedict and Boas were both scholars in this discipline, which is the scientific study of human societies and cultures.",anthropology
2022 SANDS,7,13,L,"When in thermal equilibrium, these objects emit their namesake radiation. For 10 points each:",
2022 SANDS,7,13,A,[H] Name these objects that absorb all incident electromagnetic radiation.,black bodies [accept black body]
2022 SANDS,7,13,B,"[E] Since they do not reflect light, black bodies have an albedo value of this number. Dividing by this number on a calculator typically gives an error.",zero
2022 SANDS,7,13,C,[M] This man’s namesake law describes the electromagnetic radiation emitted by black bodies. This scientist’s namesake constant is symbolized h and equals 6.63 times 10 to the negative 34th.,Max Planck
2022 SANDS,7,14,L,Long John Silver searches for Captain Kidd’s treasure in this novel. For 10 points each:,
2022 SANDS,7,14,A,[M] Name this novel by Robert Louis Stevenson about a voyage to the title location.,Treasure Island
2022 SANDS,7,14,B,[E] Long John Silver is one of these seafaring bandits in Treasure Island. Calico Jack and Blackbeard are two of these people who plunder at sea.,pirates
2022 SANDS,7,14,C,[H] This protagonist of Treasure Island serves as a cabin boy on the Hispaniola.,Jim Hawkins [accept either underlined portion]
2022 SANDS,7,15,L,The beating of Marquette Fry sparked the Watts Riots in this city. For 10 points each:,
2022 SANDS,7,15,A,"[M] Name this city in southern California, where another set of race riots in 1992 spread to neighboring Inglewood, Compton, and Long Beach.",Los Angeles
2022 SANDS,7,15,B,[E] The beatings that sparked the Watts Riots and 1992 riots in Los Angeles were the use of excessive force by these law enforcement officials.,police officers [accept cops]
2022 SANDS,7,15,C,[H] The 1992 Los Angeles Riots were sparked by the beating of this man during a traffic stop. This man later asked “can we all get along?” in an effort to stop the riots.,Rodney King
2022 SANDS,7,16,L,"After Hydrogen and Helium, this element is the most abundant in the universe. For 10 points each:",
2022 SANDS,7,16,A,[E] The second most abundant gas in Earth’s atmosphere consists of two atoms of this element. This element has atomic number 8 and symbol O.,Oxygen
2022 SANDS,7,16,B,"[M] Carbon dioxide, another abundant gas in Earth’s atmosphere, is one of these substances that contribute to global warming. These substances trap solar radiation in Earth’s atmosphere, contributing to their namesake effect.",Greenhouse gases
2022 SANDS,7,16,C,"[H] This compound is another potent greenhouse gas, which is 25 times more effective at trapping heat in the atmosphere as carbon dioxide. It is the simplest alkane and the simplest hydrocarbon.",Methane
2022 SANDS,7,17,L,Some myths about the invention of one of these items credits Hermes with making it using a tortoise’s shell and entrails. For 10 points each:,
2022 SANDS,7,17,A,"[M] Name these items, which were used in a contest where Midas was given donkey ears for ruling against one god. That god, the son of Leto, often used one of these items called a lyre.",musical instrument
2022 SANDS,7,17,B,"[E] The lyre was a favorite instrument of this Greek god of music, the twin brother of Artemis.",Apollo
2022 SANDS,7,17,C,"[H] The aforementioned musical contest was between Apollo and one of these beings. Another one of these hybrid beings, Marsyas, was flayed when he lost a music contest to Apollo because he couldn't play his flute upside down.",satyr [or faun]
2022 SANDS,7,18,L,"In a speech where he made car noises, this politician complained about how Daddy Pig holds a negative stereotype. For 10 points each:",
2022 SANDS,7,18,A,"[M] Name this politician, who resigned as prime minister of the U.K. in 2022. This politician is often referred to as “BoJo”.",Boris Johnson
2022 SANDS,7,18,B,"[E] During the 2019 General Election, Boris Johnson ran on the slogan “Get [this action] done.” This term refers to Britain leaving the European Union in 2020.",Brexit [accept Get Brexit Done]
2022 SANDS,7,18,C,"[H] This politician, who resigned over Brexit, attacked Johnson and the Partygate scandal in a speech after he announced his resignation. Johnson succeeded this woman as prime minister.",Theresa May
2022 SANDS,7,19,L,One of these figures named Ofglen hangs herself to avoid being tortured by the Eyes of God. For 10 points each:,
2022 SANDS,7,19,A,"[H] Name this group, which includes the Commander’s concubine Offred. These figures are considered essential to the survival of the human race in Gilead.",handmaids
2022 SANDS,7,19,B,"[M] The handmaid Offred is the protagonist of The Handmaid’s Tale, a novel by this author. This author also wrote The Testaments and Oryx and Crake.",Margaret Atwood
2022 SANDS,7,19,C,"[E] In The Handmaid’s Tale, Offred plays this forbidden game with the Commander. Players of this board game form words using lettered tiles.",Scrabble
2022 SANDS,7,20,L,This piece was completed by Franz Süssmayr following its composer’s death. For 10 points each:,
2022 SANDS,7,20,A,[H] Name this “mass for the dead” that was left unfinished by an Austrian composer.,"Requiem in D minor [accept, but do not reveal Wolfgang Amadeus Mozart’s Requiem in D Minor]"
2022 SANDS,7,20,B,"[E] That Requiem was never completed by this former child prodigy, who is known for pieces such as Eine Kleine Nachtmusik.",Wolfgang Amadeus Mozart
2022 SANDS,7,20,C,"[M] The double fugue in the Requiem’s “Kyrie” movement begins with this vocal part, the lowest in a traditional chorus.",bass
2022 SANDS,8,1,L,"Answer the following about life-saving procedures for cardiac arrest, for 10 points each.",
2022 SANDS,8,1,A,You may need to use an AED to deliver this stimulus to restart the heart. This stimulus is transmitted by Purkinje cells in the heart and synchronizes the heartbeat.,electricity [accept electric shock; prompt on automated external defibrillation by asking “what stimulus does defibrillation provide?”]
2022 SANDS,8,1,B,The first course of action should be to perform this procedure on the patient. This procedure requires compressing down on the chest over the heart at least 2 inches in an adult.,cardiopulmonary resuscitation [accept CPR]
2022 SANDS,8,1,C,"When the EMTs arrive, they may perform a procedure to open the airway by cutting into the neck and inserting a breathing tube into this structure, colloquially called the windpipe.",trachea
2022 SANDS,8,2,L,"The title character of this play calls life “a walking shadow” and delivers the “tomorrow, and tomorrow, and tomorrow” soliloquy. For 10 points each:",
2022 SANDS,8,2,A,"Name this play, in which the title king murders King Duncan. It is prophesied that Fleance, the son of Banquo, will rule one country in this play.",Macbeth
2022 SANDS,8,2,B,"Three of these beings, called the “weird sisters,” make three prophecies in Macbeth. These beings are often said to wear black cloaks and ride broomsticks.",witches
2022 SANDS,8,2,C,"Since this Thane of Fife is “untimely ripped” from the womb of his mother, this character is able to circumvent a prophecy made by the Three Witches and murder Macbeth.",Macduff
2022 SANDS,8,3,L,This figure is punished by being bound with the entrails of one of his sons below a snake whose venom drips onto this figure's face. For 10 points each:,
2022 SANDS,8,3,A,Name this trickster god from Norse myth.,Loki
2022 SANDS,8,3,B,"To hamper the construction of Asgards walls, Loki became one of these animals and mated with another of these animals, which produced an eight-legged one of these animals named Sleipnir, who belongs to Odin.",horse [or mare]
2022 SANDS,8,3,C,"After Loki causes the death of Baldr, he prevents Baldr’s resurrection by disguising as a giant and refusing to perform this action. When her husband is absent, a red gold substance results from Freyja performing this action.",cry [or weep or tearing]
2022 SANDS,8,4,L,This leader was nicknamed the “Iron Chancellor” for conducting diplomacy using the strategy of Realpolitik. For 10 points each:,
2022 SANDS,8,4,A,"Name this Prussian statesman, who masterminded the Unification of Germany.",Otto von Bismarck
2022 SANDS,8,4,B,"Two answers required. In a speech arguing for an increase in military spending, Bismarck proclaimed that the “great questions of the day [would] be decided” by these two substances, which title the speech. Name both.",blood and iron [accept “Blood and Iron” Speech; DO NOT PROMPT ON PARTIAL ANSWERS]
2022 SANDS,8,4,C,Bismarck correctly predicted this conflict by saying that trouble in the Balkans would set off a major European war. This conflict was sparked by the assassination of Franz Ferdinand in 1914.,World War I [or WWI or the Great War]
2022 SANDS,8,5,L,This event has been won 27 times by the New York Yankees. For 10 points each:,
2022 SANDS,8,5,A,"Name this annual championship series of the MLB, played between an AL and NL team.",MLB World Series
2022 SANDS,8,5,B,"Jackie Robinson played for this MLB team when it was located in Brooklyn. This Los Angeles team has won 7 World Series titles, most recently in 2020.",Los Angeles Dodgers
2022 SANDS,8,5,C,"After he won the 2021 World Series, the Dodgers signed Freddie Freeman, who plays this position. Lou Gehrig also played this position, which is often denoted number three.",first baseman
2022 SANDS,8,6,L,The lithosphere contains all of this layer and a portion of the outer mantle. For 10 points each:,
2022 SANDS,8,6,A,"Name this outermost layer of Earth, which lies above the mantle.",crust
2022 SANDS,8,6,B,This process that takes place in the mantle causes tectonic plates to move on Earth’s surface. This process is the transfer of heat through the movement of particles in a fluid.,Mantle convection
2022 SANDS,8,6,C,The phrases “Slab Pull” and “Ridge Push” can describe the movement of these structures. These structures move on the Earth’s crust and are created from mid ocean ridges in the process of seafloor spreading.,tectonic plates
2022 SANDS,8,7,L,"A memorial to victims of the Holocaust located in this country consists of 2,711 concrete slabs. For 10 points each:",
2022 SANDS,8,7,A,"Name this country, where the Bauhaus school existed until 1933.",Germany
2022 SANDS,8,7,B,Bauhaus artist Herbert Bayer designed one of these systems based on the Bauhaus aesthetic. These systems have serif and sans-serif varieties.,fonts [accept typefaces]
2022 SANDS,8,7,C,The Bauhaus was essentially forced to close in 1933 following the seizure of power by this Adolf Hitler-led regime.,Nazi Party [accept Nazis; accept The Third Reich]
2022 SANDS,8,8,L,"These institutions are often found in namesake “towns,” exemplified by Ann Arbor and Berkeley. For 10 points each:",
2022 SANDS,8,8,A,"Name these academic institutions such as Rutgers and Ohio State, which are part of the Big 10.",colleges [accept university or universities or collegetownes]
2022 SANDS,8,8,B,"Purdue University, another Big 10 school, is located in this state. Purdue has a rivalry with the University of Notre Dame, which is also located in this state.",Indiana
2022 SANDS,8,8,C,"In 2022, UCLA and this nearby university announced that they will leave the PAC-12 for the Big 10. This school’s athletic teams are known as the Trojans.",University of Southern California [or USC]
2022 SANDS,8,9,L,"Ibn Battuta documented much of this region’s namesake trade route, which connected West African empires to the Mediterranean Sea. For 10 points each:",
2022 SANDS,8,9,A,"Name this largest sand desert in the world, which occupies much of northern Africa.",Sahara Desert
2022 SANDS,8,9,B,Merchants from this empire and the later Songhai Empire partook in the trans-Saharan trade. This empire’s ruler Mansa Musa disrupted the Egyptian economy by handing out gold during his trip to Mecca.,Mali Empire
2022 SANDS,8,9,C,The trans-Saharan trade centered on gold and this other commodity. Much of the Songhai’s wealth came from mining this commodity at Taghaza.,salt
2022 SANDS,8,10,L,A character in this story screams “it isn’t fair!” after her name is drawn out of a wooden box. For 10 points each:,
2022 SANDS,8,10,A,"Name this short story, in which Tessie Hutchinson is stoned to death during the title event.",“The Lottery”
2022 SANDS,8,10,B,"“The Lottery” is by this author of gothic horror, who also wrote The Haunting of Hill House.",Shirley Jackson
2022 SANDS,8,10,C,A slip of paper with a spot of this color indicates death in “The Lottery.” Cats of this color are considered an omen of bad luck in gothic literature.,black
2022 SANDS,8,11,L,An expensive dye of this color was cultivated from Murex snails. For 10 points each:,
2022 SANDS,8,11,A,Name this color of togas worn by Roman generals celebrating a triumph. This “royal” color was eventually worn exclusively by the Roman Emperor.,purple
2022 SANDS,8,11,B,The purple dye was alternatively named for this civilization or its city of Tyre. This seafaring civilization from modern-day Lebanon founded cities like Byblos and Carthage.,Phonecian Civilization
2022 SANDS,8,11,C,The Phoenicians are credited with developing the first modern one of these systems. The English one of these systems has 26 letters.,alphabet
2022 SANDS,8,12,L,Ernest Rutherford oversaw an experiment often named for a foil of this metal in which the atomic nucleus was discovered. For 10 points each:,
2022 SANDS,8,12,A,Name this malleable metal with the atomic symbol Au.,gold
2022 SANDS,8,12,B,Rutherford's gold foil experiment disproved the “plum pudding model” of the atom created by this scientist. This man discovered the electron using cathode ray tubes.,Joseph John Thomson
2022 SANDS,8,12,C,"To produce a beam of alpha particles, the Rutherford gold foil experiment used Radon, which decays into this element. This element with atomic number 82 is the heaviest with stable isotopes.",lead
2022 SANDS,8,13,L,"Twelve avenues radiate out from the Place de l'Étoile, which contains one of these structures at its center. For 10 points each:",
2022 SANDS,8,13,A,"Name this kind of monumental structure exemplified by a “Triumphal” one in Paris. Paris’s La Défense district contains a “Grand” one of these structures, which evokes a giant passageway.",arch [accept Grand Arch or Triumphal Arch or Arc de Triomphe]
2022 SANDS,8,13,B,France’s “Tomb of the Unknown [type of these people]” lies directly beneath the Arch de Triomphe. The tomb is dedicated to these people whose remains have not been found after they fought and died in World War I.,soldier [accept Tomb of the Unknown Soldier]
2022 SANDS,8,13,C,"This avenue radiates out from the Arch de Triomphe’s eastward face. This avenue, named for a paradise in the Greek afterlife, is the site of the annual Bastille Day parade and is known for its luxury shops.",Avenue des Champs-Élysées [prompt on Elysian Fields]
2022 SANDS,8,14,L,"On “Black Sunday” during this period, so-called “black blizzards” swept through the plains states. For 10 points each:",
2022 SANDS,8,14,A,“Okies” migrated west during what period of severe drought and agriculture damage in the 1930s?,Dust Bowl
2022 SANDS,8,14,B,"The Dust Bowl exacerbated this extended period of economic downturn, which began with a stock market crash in 1929.",Great Depression
2022 SANDS,8,14,C,"During the Great Depression, many homeless people erected and live in these shanty towns, derisively named for the president under whose term the depression began.",Hoovervilles
2022 SANDS,8,15,L,Ben Rogers offers one character an apple to do this task after he is convinced that this task is better than swimming. For 10 points each:,
2022 SANDS,8,15,A,"Name this task assigned by Aunt Polly, which one character convinces his friends to do for him.",whitewashing a fence [or painting a fence]
2022 SANDS,8,15,B,"Aunt Polly originally tells this character to whitewash the fence. This character, who witnesses Injun Joe’s murder of Muff Potter, gets lost in a cave with his love interest, Becky Thatcher.",Tom Sawyer [accept either underlined part]
2022 SANDS,8,15,C,"Tom Sawyer was created by this author, who also wrote about his friend’s travels with Jim down the Mississippi river in The Adventures of Huckleberry Finn.",Mark Twain [or Samuel Langhorne Clemens]
2022 SANDS,8,16,L,These objects are typically featured in Memento mori paintings. For 10 points each:,
2022 SANDS,8,16,A,Name these human remains that frequently symbolize death in art. This skeletal structure protects the brain and supports the face.,skulls
2022 SANDS,8,16,B,"This American artist painted skulls of horses, cows, and deer. After living in New York, she moved to New Mexico and painted many depictions of its landscape.",Georgia Totto O’Keeffe
2022 SANDS,8,16,C,Skulls were sometimes featured in paintings of this genre. More popular subjects in this genre include flowers and baskets of fruit.,still lifes
2022 SANDS,8,17,L,This crime was discovered when security guard Frank Willis noticed tape on some of the door latches of this crime’s central building. For 10 points each:,
2022 SANDS,8,17,A,What crime involved members of the Committee for the Re-Election of the President infiltrating the DNC’s headquarters in a Washington D.C. hotel?,Watergate break-in [accept Watergate spying or Watergate Scandal]
2022 SANDS,8,17,B,"The Watergate Scandal affected the presidency of what man, who resigned in its aftermath?",Richard Nixon [accept Tricky Dick]
2022 SANDS,8,17,C,"In the ensuing case U.S. v. Nixon, Nixon claimed that executive privilege allowed him to withhold these entities. The “Rosemary Stretched” erased nearly 18 minutes from these entities.",White House tapes [or White House recordings]
2022 SANDS,8,18,L,A store that provided this kind of service declined in the face of a competitor that provided this service through the mail via red envelopes. For 10 points each:,
2022 SANDS,8,18,A,Name this service once provided by the now-defunct store Blockbuster.,video rental [or movie rental or DVD rental or video game rental; prompt on selling]
2022 SANDS,8,18,B,"The aforementioned competitor to Blockbuster was this company, which is now the most successful streaming service in the world with shows like The Witcher and Stranger Things.",Netflix
2022 SANDS,8,18,C,"The automated kiosks of this video rental company can be found in places like grocery stores, gas stations, and pharmacies.",Redbox
2022 SANDS,8,19,L,Hess's law can be used to calculate the total change of this quantity in a reaction. For 10 points each:,
2022 SANDS,8,19,A,"Name this quantity, which is equal to the internal energy plus the product of pressure and volume. It is symbolized H.",enthalpy
2022 SANDS,8,19,B,This quantity can be calculated by subtracting the product of temperature and entropy from enthalpy. This quantity is named for an American scientist and can be used to determine if a reaction is spontaneous.,Gibbs free energy [prompt on free energy]
2022 SANDS,8,19,C,The change in Gibbs free energy can be calculated by taking the negative product of this function of the equilibrium constant and RT. This function is symbolized “ln” and is a logarithm with the base of e.,natural logarithm
2022 SANDS,8,20,L,Thomas Hobbes stated that humans existed in a state of “war of all against all” prior to this concept. For 10 points each:,
2022 SANDS,8,20,A,"Name this so-called “contract” between a government and individuals, in which the individuals agree to give up some rights in exchange for protection of other rights.",social contract
2022 SANDS,8,20,B,"The phrase “Man is born free, yet everywhere is in chains” opens The Social Contract, a work by this Swiss Enlightenment philosopher, who also wrote Emile and Discourse on Inequality.",Jean-Jacques Rousseau
2022 SANDS,8,20,C,"In Discourse on Inequality, Rousseau discussed the rise of the “private” form of this concept. John Locke’s natural rights included life, liberty, and this concept, which refers to something owned by someone.",property [accept possession]
2022 SANDS,9,1,L,"In some myths, this figure gives his son Deucalion the knowledge to survive a world-ending flood. For 10 points each:",
2022 SANDS,9,1,A,"[M] Name this Titan who stole fire from the gods to gift to humanity, resulting in a punishment where his liver is eaten and regenerates everyday in an eternal cycle.",Prometheus
2022 SANDS,9,1,B,[H] The creature that ate Prometheus’s liver each day was one of these creatures. Zeus took the form of this creature to abduct Ganymede.,eagle [prompt on bird]
2022 SANDS,9,1,C,[E] Prometheus was chained to one of these geographical features in the Caucasus. The Greek gods lived on one of these geographical features called Olympus.,mountain
2022 SANDS,9,2,L,The split between “Old Lights” and “New Lights” occurred during this period. For 10 points each:,
2022 SANDS,9,2,A,[M] Evangelists like George Whitfield and Jonathan Edwards were active during what period of intense religious fervor in early colonial America?,First Great Awakening [prompt on Great Awakening]
2022 SANDS,9,2,B,"[E] During the First Great Awakening, Whitfield and Edwards traveled around to deliver fiery examples of these religious speeches that address moral and Biblical topics.",sermons
2022 SANDS,9,2,C,"[H] Edwards’s most notable sermon analogized these people to a spider hanging over the fiery pit of Hell, and was titled for “[these people] in the Hands of an Angry God.”",sinners
2022 SANDS,9,3,L,An amphitheater at the natural entrance to Carlsbad one of these locations in New Mexico allows visitors to watch bat swarms emerge during certain months. For 10 points each:,
2022 SANDS,9,3,A,"[E] Name these underground locations, often formed by erosion, where stalactites and stalagmites can be found.",caves [or caverns]
2022 SANDS,9,3,B,"[M] This state’s Wind Cave was the first cave in the world to be designated a national park. The Black Hills are in this Great Plains state, also home to Mount Rushmore.",South Dakota
2022 SANDS,9,3,C,"[H] This cave system in Kentucky is the longest known one in the world. This cave system is named for a certain large extinct mammal, though no fossils of it have been found in the cave.",Mammoth Cave
2022 SANDS,9,4,L,A spot in Carlos Danieri’s cellar shows every point in the universe in this author’s story “The Aleph.” For 10 points each:,
2022 SANDS,9,4,A,"[M] Name this blind Argentinian author, who included “The Garden of Forking Paths” in his collection Ficciones.",Jorge Luis Borges
2022 SANDS,9,4,B,[H] A Wycliffe Bible is traded for one of these objects “of sand” in another Borges story. Purifiers destroy these objects in a Borges story where millions of them are stored in hexagonal rooms.,books
2022 SANDS,9,4,C,"[E] It’s not a tower, but that story by Borges is titled after [one of these places] of Babel. These buildings, which often have reading rooms, are full of books to borrow.",libraries [or library; accept “The Library of Babel”]
2022 SANDS,9,5,L,"At standard temperature and pressure, only two elements are liquid. For 10 points each:",
2022 SANDS,9,5,A,"[E] Name this metal, which is liquid at room temperature. Also known as quicksilver, this metal is symbolized Hg.",Mercury
2022 SANDS,9,5,B,"[H] Bromine, the only other element that is liquid at STP, is in this group of elements. This group features the element with the highest electronegativity.",Halogens
2022 SANDS,9,5,C,"[M] Halogens typically feature seven of these electrons, which are in the outer shell of an atom.",valence electrons
2022 SANDS,9,6,L,"The 2028 Olympics will be the first to feature Ultimate, a sport centered on the use of this object. For 10 points each:",
2022 SANDS,9,6,A,"[H] Name this plastic object, whose official name is trademarked by the toy company Wham-O. The presence of a lip on this object’s edge allows it to glide.",Frisbee [accept flying disc or disc]
2022 SANDS,9,6,B,"[E] Families often use Frisbees when playing with these pet animals. Common breeds of these animals include the beagle, poodle, and German shepherd.",dogs
2022 SANDS,9,6,C,[M] Frisbees are also used in a variant of this sport called “disc [this sport]”. Lower scores indicate better play in this sport whose tours are organized by PGA Tour.,golf [accept disc golf]
2022 SANDS,9,7,L,This composer collaborated with Martha Graham on his most famous ballet. For 10 points each:,
2022 SANDS,9,7,A,[M] Name this 20th-century American composer of the music for Appalachian Spring and Billy the Kid.,Aaron Copland
2022 SANDS,9,7,B,"[E] In one piece, Copland depicted a dance hall in this country that he visited with Carlos Chávez. Genres of music from this country include Jalisco and Mariachi.",Mexico
2022 SANDS,9,7,C,[H] This other ballet composed by Copland features sections such as “Hoe-Down” and “Buckaroo Holiday”.,Rodeo
2022 SANDS,9,8,L,"One member of this family, who is gifted a piano by Mr. Laurence, dies of scarlet fever. For 10 points each:",
2022 SANDS,9,8,A,"[H] Name this fictional family that includes Beth, Meg, Amy, and Jo.",March family
2022 SANDS,9,8,B,[M] The March family are the titular female group of this novel by Louisa May Alcott.,Little Women
2022 SANDS,9,8,C,"[E] In Little Women, Jo starts one of these institutions for boys called Plumfield. Children are taught in classrooms in these institutions.",schools
2022 SANDS,9,9,L,"A certain city’s boule oversaw the process for dealing this kind of punishment, which required 6000 votes to be carried out. For 10 points each:",
2022 SANDS,9,9,A,"[M] Name this kind of punishment,which was dealt to people who were ostracized in ancient Athens.",exiled [or banished or expelled; accept ostracized before mentioned]
2022 SANDS,9,9,B,"[H] This man’s father, Xanthippus, was recalled from exile during the Second Persian invasion of Greece. This leader during Athen’s Golden Age delivered a notable funeral oration during the Peloponnesian War.",Pericles
2022 SANDS,9,9,C,[E] Voting on ostracisms was done using shards of this material. This material is fired in kilns to make artworks like pots and vases.,pottery [accept ceramics or clay]
2022 SANDS,9,10,L,Herpetologists often study this class of animals. For 10 points each:,
2022 SANDS,9,10,A,"[M] Name this class of cold-blooded animals, which lay eggs.",Reptiles [accept Reptilia]
2022 SANDS,9,10,B,"[E] While some of these reptiles are venomous, most hunt their prey by using constriction. These reptiles include the Black mamba and the King cobra.",Snakes
2022 SANDS,9,10,C,"[H] Snakes often undergo this process where they shed their skin, also known as ecdysis.",molting
2022 SANDS,9,11,L,"In this series, the Scout Regiment maneuvers with ODM gear to strike the napes of the beings that partially title this series. For 10 points each:",
2022 SANDS,9,11,A,"[H] Name this manga series, whose protagonist is Eren Jaeger. In this series, humanity is pushed to the brink of extinction by the large humanoid steam-emitting beings that partially title this series.",Attack on Titan [or AOT or Shingeki no Kyojin]
2022 SANDS,9,11,B,"[E] The remaining humans live behind Maria, Rose, and Sina, concentric examples of these large defensive structures, typically made out of stones or bricks.",wall
2022 SANDS,9,11,C,"[M] The appearance of the largest and most recognizable titan, the Colossal, completely lacks this feature, which is removed in the process of flaying.",skin [or skinned or skinless]
2022 SANDS,9,12,L,This novel begins by declaring “a single man in possession of a good fortune must be in want of a wife.” For 10 points each:,
2022 SANDS,9,12,A,"[M] Name this novel, in which members of the Bennett family marry George Wickham and Charles Bingley.",Pride and Prejudice
2022 SANDS,9,12,B,"[E] Pride and Prejudice is by this author, who also wrote Emma.",Jane Austen
2022 SANDS,9,12,C,"[H] This character, who owns Pemberley, marries Elizabeth Bennett at the end of Pride and Prejudice.",Fitzwilliam Darcy [accept either underlined part]
2022 SANDS,9,13,L,"The first of these campaigns was called for with chants of “Deus Vult,” which translates to “God wills it!” For 10 points each:",
2022 SANDS,9,13,A,[E] Name these military campaigns that saw Christian forces retake control of the Holy Land from Muslims.,Crusades
2022 SANDS,9,13,B,[H] The First Crusade ended when Christian soldiers captured and massacred the defenders of this city. Saladin’s reconquest of this city in 1187 sparked the Third Crusade.,Jerusalem
2022 SANDS,9,13,C,"[M] During the Third Crusade, English forces were led by the first English king of this name, nicknamed “the Lionheart.” The third English king of this name supposedly murdered the “Princes in the Tower.”",Richard [accept Richard I or Richard III]
2022 SANDS,9,14,L,The Second Law of Thermodynamics is violated by this thought experiment. For 10 points each:,
2022 SANDS,9,14,A,[H] Name this entity that controls a massless door between two chambers.,Maxwell’s Demon
2022 SANDS,9,14,B,"[M] The Second Law of Thermodynamics states that, in a closed system, this quantity cannot decrease. Symbolized S, this quantity is a measure of disorder in a system.",entropy
2022 SANDS,9,14,C,[E] The First Law of Thermodynamics is a restatement of the law of conservation of this quantity. This quantity has kinetic and potential varieties.,energy
2022 SANDS,9,15,L,"In one opera, a character who participates in this sport sings the “Toreador Song.” For 10 points each:",
2022 SANDS,9,15,A,"[M] Name this sport, whose practitioners use a red cloth to attract a large animal.",bullfighting
2022 SANDS,9,15,B,"[H] The “Toreador Song” appears in this opera, where it is sung by Escamillo. Escamillo confesses his love for the title woman in Act IV of this opera.",Carmen
2022 SANDS,9,15,C,"[E] After being given one of these objects by Carmen, Don José sings a song named for them. In Léo Delibes' opera Lakmé, two characters sing a duet named for these plants, including roses, which they pick by a river.",flowers
2022 SANDS,9,16,L,Hand-carved terraces for this crop were made by the Ifugao people at a site called Banaue. For 10 points each:,
2022 SANDS,9,16,A,"[E] Name this crop often grown in paddies. The basmati and sticky varieties of this crop are popular in Indian and Thai cuisines, respectively.",rice
2022 SANDS,9,16,B,"[H] The Banaue Rice Terraces can be found in the Cordilleras, a mountain range on this country’s island of Luzon. The Moro Insurgency is an ongoing conflict on this country’s island of Mindanao.",The Philippines
2022 SANDS,9,16,C,[M] Many rice terraces can also be found on the island of Bali in this large country. A critically endangered species of orangutan is endemic to this country’s island of Sumatra.,Indonesia
2022 SANDS,9,17,L,"Rachel Elizabeth Dare kisses this character in The Last Olympian and tells him to “go kill some monsters for me."" For 10 points each:",
2022 SANDS,9,17,A,"[E] Name this son of Poseidon, who suffers from ADHD and dyslexia. This character “and the Olympians” titles a series by Rick Riordan that begins with The Lightning Thief.",Percy Jackson [accept either underlined portion]
2022 SANDS,9,17,B,"[M] This daughter of Athena is Percy’s girlfriend and calls him “seaweed brain."" This character was brought to Camp Half-Blood by Thalia Grace and Luke Castellan.",Annabeth Chase [prompt on Chase]
2022 SANDS,9,17,C,"[H] Percy considered this daughter of Atlas to be his “biggest what if."" This character, condemned to live on the island of Ogygia for eternity, can’t help but fall in love with heroes, including Leo Valdez and Odysseus.",Calypso
2022 SANDS,9,18,L,"In 1610, Simon Marius independently discovered the Galilean moons. For 10 points each:",
2022 SANDS,9,18,A,[E] Name this planet orbited by the Galilean moons. This largest planet in the Solar System features a Great Red Spot.,Jupiter
2022 SANDS,9,18,B,"[H] This assistant of Tycho Brahe suggested the names for the individual Galilean moons. His second law is a result of the conservation of angular momentum, and he determined that the orbits of the planets resemble ellipses.",Johannes Kepler
2022 SANDS,9,18,C,[M] Kepler and Galileo both name one of these devices that utilize refraction. Kepler improved Galileo’s design for these devices by utilizing a convex lens.,telescope
2022 SANDS,9,19,L,This day comes ten days after Rosh Hashanah and is the holiest day in Judaism. For 10 points each:,
2022 SANDS,9,19,A,"[M] Name this Jewish holiday, a “Day of Atonement,” during which fasting is practiced.",Yom Kippur
2022 SANDS,9,19,B,"[E] Yom Kippur ends with the blowing of one of these items called the shofar, which is made from the curled bone on a ram’s head.",horn
2022 SANDS,9,19,C,"[H] During Yom Kippur, the entirety of this book from the Hebrew Bible is read. This book’s namesake fails to prophesize the destruction of Nineveh when he flees to Tarshish.",Book of Jonah
2022 SANDS,9,20,L,This country’s Prime Minister Kevin Rudd apologized to the “stolen generations” of its indigenous people. For 10 points each:,
2022 SANDS,9,20,A,[E] Name this country that was discovered by Europeans after James Cook’s expedition landed at Botany Bay in present-day Sydney.,Australia
2022 SANDS,9,20,B,[M] This was the name given to the indigenous people of Australia.,Aborigines [or Aboriginal Australians]
