Source,Round,Number,Question,Answer
2022 IQBT Regular Season Set 1,8,3,"The lackluster response to a devastating 1985 earthquake in this city damaged president Miguel  de la Madrid's reputation. In 1968, protestors were gunned down at the Plaza de las Tres Culturas  in this city's Tlatelolco (tuh-LAT-lee-LOH-koh) neighborhood shortly before it hosted the (*) Summer Olympics. The Institutional Revolutionary Party ruled from this capital city from 1929 to 2000.  This capital city contains the Museo del Templo Mayor and the Frida Kahlo Museum. For 10 points,  name this capital city built over the former Aztec capital.",Mexico City [or Ciudad de México]
2022 IQBT Regular Season Set 1,8,4,"A painting of one of these events is believed to depict Victorine Meurent (myoo-rawn) along with  two of the artist's brothers and was inspired by Titian's (TEE-shun's) Pastoral Concert. Two people  in straw hats lean against a diagonal railing in a painting of one of these events. A pink-striped  awning frames a painting of one of these events held for a (*) boating party, by Pierre-Auguste  Renoir (ren-wawr). Two clothed men and a naked woman lounge by a river in an Edouard Manet (man- AY) painting titled after, for 10 points, what event “on the Grass”?",luncheon [or lunch; or picnic; or dejeuner; or Luncheon of the Boating Party; or  Luncheon on the Grass; or Le Déjeuner des canotiers; or Le Déjeuner sur l'herbe]
2022 IQBT Regular Season Set 1,8,5,"The Hepburn Act strengthened federal regulation of this industry, amending an 1887 act.  Rutherford B. Hayes sent in federal troops to put down an 1877 “Great Strike” in this industry in  West Virginia. Richard Olney sent General Nelson (*) Miles to put down another strike in this  industry, which was stopped by Grover Cleveland due to a potential effect on mail delivery. Eugene V.  Debs led a strike against this industry's Pullman Company. For 10 points, name this industry, which  employed thousands of workers to construct a transcontinental route.",railroad industry [or rail; or trains; or rail cars industry]
2022 IQBT Regular Season Set 1,8,6,"This poetry cycle notes that “Earth could not answer” when “There was- and then no more of  THEE and ME.” An extended metaphor in this collection asks “Who is the Potter, pray, and who  the pot?” A Eugene O'Neill comedy is named after a line from these poems, “Ah Wilderness!”  This collection notes “The Moving (*) Finger writes: and, having writ, / Moves on,” and asks for “A  Jug of Wine, a loaf of Bread- and Thou.” For 10 points, name this set of Persian-language quatrains  translated by Edward FitzGerald and attributed to Omar Khayyam (oh-MAR ee-hai-AHM).",Rubaiyat (ROO-bai-ot or ROH-boh-ee-YOT) of Omar Khayyam
2022 IQBT Regular Season Set 1,8,7,"The public transit system named for this city is the subject of the proposed Connect 400  expansion and has an extreme transfer outpost at the suburban Cumberland Mall. This city's  attempt to annex Sandy Springs sparked the “cityhood” movement in its suburbs. The HBCUs  Clark, Spelman, and (*) Morehouse are located in this city, where Eric Rudolph carried out a bombing  of the Olympics at Centennial Park, which is near the headquarters of Coca-Cola. The busiest airport in  the world, Hartsfield-Jackson, serves, for 10 points, what capital of Georgia?",Atlanta
2022 IQBT Regular Season Set 1,8,8,"The speaker of this poem exhorts to “Rather at once our time devour.” The speaker of this  poem thinks his “vegetable love should grow/ Vaster than empires and more slow”, while its  addressee “Shouldst rubies find” walking by the Ganges. The speaker of this poem asks its  addressee to “refuse/ Till the (*) conversion of the Jews.” The speaker of this poem can “always  hear...Time's winged chariot hurrying near.” For 10 points, name this quintessential carpe diem poem  that begins “Had we but world enough and time,” and is by Andrew Marvell.",“To His Coy Mistress”
2022 IQBT Regular Season Set 1,8,9,"This allotrope can be magnetized by contact with smoothed YIG. A “flying carpet” made of this  allotrope can be used to deliver TRAIL and DOX in cancer treatment. Andre Geim (heym) discovered this allotrope using scotch tape and mechanical exfoliation. This extremely conductive  allotrope is a lattice arranged in a (*) hexagonal shape and is another form of the same substance that  comprises buckyballs and diamonds. For 10 points, name this two-dimensional form of carbon whose  stacked layers are known as its “-ite” form and are used in pencils.",graphene [prompt on graphite; prompt on carbon until it is read]
2022 IQBT Regular Season Set 1,8,10,"In an opera by this composer, Clorinda and Tisbe's father hides Angelina, who falls in love  with Prince Ramiro. This composer wrote an opera in which the female lead sings the aria “Deh!  tu reggi in tal momento” (DEH TOO rej-ee in TAL moh-MAIN-toh) from a scaffold. This composer of  La Cenerentola (lah CHAY-nay-REN-toh-lah) wrote an opera that includes a (*) galop called the  “March of the Swiss Soldiers” and centers on Gessler forcing the protagonist to shoot an arrow through  an apple on Jemmy's head. For 10 points, name this Italian composer of Cinderella, The Thieving  Magpie, and William Tell.",Gioachino Rossini [Gioachino Antonio Rossini]
2022 IQBT Regular Season Set 1,8,11,"This character, who donated part of his lifespan to his descendant Dawood (duh-WOOED), was  given the honorific “Chosen of Allah,” or Safiullah (SAH-fee-oo-LAH). Abu Huraira (hoo-RAY-ruh) narrated that people in paradise will all look like this person, who was sixty cubits tall. In Muslim  tradition, this husband of Hawwa is considered the first prophet. Because (*) Iblis was made of  smokeless fire, Iblis refused Allah's command to bow to this man, who was formed after Allah gave the  command “Be” to make him from dust. For 10 points, name this Quranic and Biblical first man.",Adam [or Adem]
2022 IQBT Regular Season Set 1,8,12,"On a holiday devoted to these people, green mugwort dumplings are commonly eaten. These  people are the namesakes of a “tablet” often found at home shrines. Locations devoted to these  people are swept in a festival held about two weeks after the spring equinox on which fake money  is burned. A central concern in (*) Daoism is often described as “worship” or “reverence” of these  people, who are the largest group included in the concept of filial piety. For 10 points, name these  usually-deceased family members.",ancestors [or 祔; or fù; or 祖先; or zǔxiān; prompt on fathers; prompt on parents; prompt  on dead people; prompt on spirits; prompt on ghosts; prompt on family members until “family  members” is read; ]
2022 IQBT Regular Season Set 1,8,13,"A governor of this region brutally defeated Calgacus (kal-GAK-us) to the north of this region at  the Battle of Mons Graupius (MAHNZ GRAO-pee-us). Caligula's (kuh-LIG-yoo-luh's) aborted  invasion of this area ended with orders for his troops to gather (*) seashells. Claudius brought  elephants during the successful Roman conquest of this region. The Battle of Watling Street ended a  rebellion in this region during the reign of Nero that was led by the Iceni (ai-SEE-nee) queen Boudica  (BOO-dee-kah). For 10 points, name this region that Julius Caesar briefly invaded by crossing a channel  from Gaul.",Britain [or Roman Britain; or Britannia; or Great Britain; or England; do not accept or  prompt on “United Kingdom”]
2022 IQBT Regular Season Set 1,8,14,"This tissue contains cells with a similar name to pancreatic cells, which contain Birbeck  granules and are called Langerhans (LAHN-gur-HAHNZ) cells. Corneocytes (KORN-ee-oh-SAITS),  which are found in the stratum corneum (STRAT-um KORN-ee-um) of this tissue, are the result of  keratinocytes (KER-uh-TIN-oh-saits) differentiating in the stratum basale (STRA-tum baa-SAH-lee).  Arrector pili (ah-REK-tor PAI-lee) muscles are found in this tissue, that also contains (*) sebaceous  (suh-BAY-shus) glands. UV radiation stimulates the production of Vitamin D in this tissue, which is  affected by eczema. For 10 points, name this largest organ, which consists of the dermis and epidermis.",skin
2022 IQBT Regular Season Set 1,8,15,"In a painting by Sofonisba Anguissola (soh-foh-NEES-bah gwan-SOH-lah), the artist's sisters  Lucia and Minerva use these objects while sitting opposite each other. Whale teeth and walrus  ivory were used to make a group of these objects named for the Isle of Lewis. Howard Staunton  names a popular (*) set of these objects recommended by the organization FIDE (“fee-day”). In the  algebraic notation used to describe the movement of these objects, the letter N represents a knight. For  10 points, name these objects used to play a board game that often ends in checkmate.",chess pieces [or black chess pieces; or white chess pieces; or chessmen; or chess sets; or  Lewis chessmen; or Lewis chess set; or Uig chessmen]
2022 IQBT Regular Season Set 1,8,16,"The narrator of a novel by this author recalls hitting her then-fiancé in the face with a board  with a rusty nail in it. Fonny is falsely accused of rape and his fiancé attempts to get him out of jail  in this author's novel If Beale Street Could Talk. In another novel by this author, the narrator's  brother Roy is (*) stabbed on the narrator's 14th birthday. In that novel by this author, John Grimes  experiences a series of religious visions. For 10 points, name this African-American author of Go Tell It  on the Mountain.",James Baldwin [James Arthur Baldwin]
2022 IQBT Regular Season Set 1,8,17,"DHCP is used to assign “dynamic” values for this protocol that are automatically assigned  each time a device is connected. Four hexadecimal (HEK-suh-DESS-im-ul) digits are used in the  sixth version of this protocol which was created after its fourth version began running out of  unique labels. (*) DNS, or the Domain Name System, translates website names into this numerical  identifier. A network loopback is designated in this protocol by the value 127.0.0.1. For 10 points, name  this “address” used to identify devices on a network.",IP address [Internet Protocol address]
2022 IQBT Regular Season Set 1,8,18,"An owl serves as the logo for this rapper's record label OVO (oh-vee-oh). Damien Hirst  designed an album cover for this artist which depicts three rows of emojis of pregnant women. 21  Savage raps “spin a block twice like it (*) ain't nowhere to park” on this artist's song “Jimmy Cooks.”  This artist features along with Lil Baby on a DJ Khaled song where he raps “wanted me to lie, wanted  me to cry, wanted me to die” before stating that he's “stayin' alive.” For 10 points, name this Toronto- based rapper behind the songs “One Dance” and “Hotline Bling.”",Drake [or Aubrey Drake Graham]
2022 IQBT Regular Season Set 1,8,19,"The sound of a typewriter frames a scene in this film which ends with a man calling its title  object an “absolute good.” In this film's epilogue, its lead actor lays roses while others lay stones  on the grave of its title character, in the Catholic cemetery on Mount Zion. A man sees a girl in a  red coat on a wagon full of (*) bodies in this otherwise black-and-white film, during antagonist Amon  Goth's liquidation of the Krakow ghetto. For 10 points, name this 1993 Steven Spielberg film in which  an industrialist saves Jews from the Holocaust.",Schindler's List
2022 IQBT Regular Season Set 1,8,20,"This kingdom's objection to the November Constitution caused it to lead an alliance against  Denmark in the Second Schlewsig (SHLAY-shveek) War. This kingdom's name is used for the first- ever synthetic dye, which was used to create the distinctive color of its army uniforms. This  kingdom's victory in the Seven Weeks War with (*) Austria ended the era of “Großdeutsche”  (GROSS-doy-chuh) confederation. Wilhelm I (VIL-helm the first) of this kingdom was elevated to  emperor when the German empire was proclaimed near the end of another war won by, for 10 points,  what kingdom that defeated France in 1871?",Prussia [Kingdom of Prussia; or Königreich Preußen]
2022 IQBT Regular Season Set 1,8,21,"This effect is not seen in saturated absorption spectroscopy (spek-TRAH-skuh-pee), which avoids  the thermal broadening of spectral lines caused by this phenomenon. Walter Kundig used the  Mössbauer (MOSS-bau-er) effect in an experiment on this phenomenon, after canal rays were  utilized to measure the (*) transverse form of this effect in the Ives-Stilwell experiment.  Echocardiograms (EK-oh-KARD-ee-uh-gramz) use this effect to determine the velocity of blood flow,  and this effect is responsible for redshift. For 10 points, name this effect that is illustrated by the change  in pitch of a siren as it passes by.",Doppler effect [or Doppler shift]
2022 IQBT Regular Season Set 1,9,1,"Institutions of this kind that are considered “global systemically important” are often subjected  to special regulations formulated by the Basel Committee. The activities of these institutions were  deregulated by the Gramm-Leach-Bliley Act, which repealed a key portion of the earlier (*) Glass-Steagall Act. The largest of these institutions are called the “bulge bracket.” Formerly; consumer-facing,  commercial, and investment functions could not be combined in, for 10 points, what financial  institutions that take deposits?",banks [or investment banks]
2022 IQBT Regular Season Set 1,9,2,"Phoebus Levene's ideas about this molecule's function did not fall out of favor until radioactive  phosphorus and sulfur tags and a centrifugation step were used on this molecule in the Hershey-Chase experiment. Square Bessel functions were used to explain diffraction by this molecule by  Maurice (*) Wilkins. “Photo 51” is an x-ray crystallography image of this molecule taken by Raymond  Gosling and interpreted by Rosalind Franklin. For 10 points, name this molecule whose double helix  structure, modeled by Watson and Crick, carries the genetic code.",DNA [or deoxyribonucleic acid]
2022 IQBT Regular Season Set 1,9,3,"In this state, a woman told a photographer that she sold her car tires and lived on frozen  vegetables. Eadweard Muybridge's (Edward MOY-brij's) series Sallie Gardner at a Gallop was made  in this state. Florence Owens Thompson is the subject of a photo taken in this state, where the moon appears over a (*) rock face in another photograph. Sites such as Manzanar (MAN-zuh-nar) in  this state were photographed by Ansel Adams and Dorothea Lange (LANG), who documented Japanese  internment camps. Migrant Mother was taken in, for 10 points, what state, where Moon and Half Dome shows Yosemite (yoh-SEM-it-ee)?",California
2022 IQBT Regular Season Set 1,9,4,"The potential energy of a harmonic oscillator is represented by this kind of function. A function  of this type published by Euler (OY-lur) generates a prime for the function's first forty positive  integer outputs. One method for solving functions of this type uses one of Vieta's formulas, and  another method for solving them is (*) completing the square. A formula named for functions of this  type contains the term “square root of b squared minus four ac.” For 10 points, name these degree-two  polynomials that take the shape of a parabola.",quadratic equation [or functions of degree two until “degree-two” is read; prompt on  polynomials until “polynomials” is read]
2022 IQBT Regular Season Set 1,9,5,"At the start of this decade, a coal-for-food exchange was arranged at the Spa Conference.  During this decade, Carl von Ossietzky (KARL von ahs-YET-skee) began to expose the illegal “Black  Reichswehr” (RAIS-veer). The occupation of the Ruhr (roar) in this decade was ended by the  adoption of the (*) Dawes Plan. In this decade, the Kampfbund (KAMF-bund) staged a failed coup at a  beer hall in Munich a year prior to the start of a hyperinflationary period. For 10 points, name this  decade in which the Weimar (VAI-mar) Republic repeatedly failed to pay reparations demanded by the  prior decade's Treaty of Versailles (vair-SAI).",1920s [prompt on 20s]
2022 IQBT Regular Season Set 1,9,6,"One of these features “of Death” covers the provinces of Nimruz (NIM-rooz) and Helmand (HEL-mund). One of these features between the Amu Darya (AA-moo DAAR-yuh) and Syr Darya (SEER  DAAR-yuh) is the native habitat of Russian tortoises and is called the Kyzylkum (kuh-ZEEL-koom).  A so-called “death worm” is said to live in one of these features. The largest of these features  completely within China is west of (*) Lop Nur and includes Kashgar and Urumqi (oo-RUM-chee). The  Tian Shan mountains divide one of these features called the Taklamakan (TAHK-lim-uh-KAHN) from  another with snow-capped dunes. For 10 points, name these dry features such as the Gobi.",deserts
2022 IQBT Regular Season Set 1,9,7,"The founding of a religious tradition from this region is recorded in the Testament of Ba, in  which Samye (SAHM-yay) is begun by Rinpoche (rin-poh-CHAY). The Nyingma (NING-mah) literature of this region includes the Bardo Thodol (BAR-doh thud-AHL). A religious tradition from  this region includes a high-ranking (*) “Panchen” (PON-chen) position. A leader of a tradition from  this region known as the “Yellow Hat” sect, who was born as Tenzin Gyatso (TEN-zin gee-AHT-soh),  was exiled and now lives in India. For 10 points, what region's religious literature includes the Buddhist  writings of the Dalai Lama?",Tibet [or Bod; or Xizang; do not accept or prompt on “Xinjiang”]
2022 IQBT Regular Season Set 1,9,8,"A commentator with this surname cited “women in combat units” and “homosexual rights” as  things he opposed “in a nation we still call God's country.” That person with this name gave the  “culture war” speech at the 1992 Republican National Convention. During the last months in  office of a President with this surname, Lewis Cass (*) resigned as Secretary of State and the  Crittenden Compromise failed. That president with this surname ordered an attempt to reinforce Fort  Sumter. For 10 points, give this surname of the president who left office near the start of the Civil War.",Buchanan [or Pat Buchanan; or Patrick Joseph Buchanan; or James Buchanan Jr.]
2022 IQBT Regular Season Set 1,9,9,"The last track of the album Return to Forever is named for this country and was composed by  Chick Corea (kuh-REE-uh). A song called “Will o' the Wisp” appears on side one of an album  named for this country, whose tracks “The Pan Piper” and “Saeta” (sai-AY-tuh) were written by  Gil Evans. Teo Macero (TAY-oh mah-SAY-roh) produced a Miles Davis album titled for (*) Sketches  of this country, which includes the second movement of native composer Joaquín Rodrigo's (wah-KEEN  rah-DREE-gohz) Concierto de Aranjuez (kahns-YAIR-toh day-rahn-WEZ). Many jazz standards were  inspired by the flamenco (flah-MAIN-koh) music of, for 10 points, what European country?",Spain [Kingdom of Spain; or Reino de España]
2022 IQBT Regular Season Set 1,9,10,"The title poem of a collection by this author described “Two who are Mostly Good” for whom  “Dinner is a casual affair.” This author ended a poem by saying “Believe me, I knew you, though  faintly” in a poem that begins by declaring “Abortions will not let you forget.” This author of the  collection The (*) Bean Eaters and the poem “the mother,” described a group that “Left school,” “Sing  sin,” and “Thin gin” in a poem about “Seven at the Golden Shovel.” For 10 points, name this poet who  wrote about young pool players in “We Real Cool.”",Gwendolyn Brooks
2022 IQBT Regular Season Set 1,9,11,"Tutter the mouse lives in the kitchen of one of these other animals. A 2022 Hulu series that  centers on a young Chicago chef is named after one of these animals. The sea type of these animals  can be attracted by eating cubed cheese or playing the clarinet badly, but (*) Spongebob knows that  drawing a circle in the sand will prevent their attack. Three brothers that are this kind of animal form a  “stack” to move around town; the oldest of those is Grizz. For 10 points, name this type of animal whose  “panda” type is also featured in that show.",bears [The unnamed shows are Bear in the Big Blue House and We Bare Bears.]
2022 IQBT Regular Season Set 1,9,12,"During a period of financial stress in this war, the Lex Oppia (op-EE-ah) was passed, limiting women's public display of wealth. The Battle of Ilipa (ill-AH-pa) in this war drove one side out of  Iberia. After being granted emergency dictatorial powers in this war, Quintus Fabius Maximus  adopted a cautious “delaying” strategy. The losing commander of this war was initially victorious  at (*) Trebia, Lake Trasimene (TRAA-sim-een), and Cannae (KAA-nay) after making an arduous crossing  of the Alps. For 10 points, name this war lost by Carthaginian forces under Hannibal.",Second Punic War [prompt on Punic Wars]
2022 IQBT Regular Season Set 1,9,13,"This character is predicted to “tenderly be led by the nose / As asses are” in a speech closing  Act 1. This character says of his love that “so sweet was never so fatal” before concluding he  “loved not wisely but too well.” This character is the addressee of a speech that calls jealousy a (*) “green eyed monster,” and this man kills himself after being fooled by a scheme involving his wife's  handkerchief. Iago (ee-AH-goh) plots against this husband of Desdemona (DEZ-duh-MOH-nuh). For 10  points, name this “Moor of Venice” who titles a Shakespeare play.",Othello
2022 IQBT Regular Season Set 1,9,14,"A philosopher who worked full-time for this organization theorized that a full merging of all  consciousness is impending at the “omega point” in The Phenomenon of Man. This organization's  advocacy of the “double effect” doctrine is explored in the moral philosophy of the author of  Intention. A head of this organization issued (*) Evangelium Vitae (ee-van-JEL-ee-um VEE-tay) to  restate its position on abortion. Elizabeth Anscombe and Pierre Teilhard de Chardin (pee-YAIR TAI-yar  doo SHAR-duh) were 20th-century philosophers who belonged to, for 10 points, what church in which  Chardin was a Jesuit priest?",Roman Catholic Church [or Roman Catholicism; or Jesuits or Society of Jesus until  “Fides” is read]
2022 IQBT Regular Season Set 1,9,15,"This thinker analogized his ideas to Charles Lyell's conclusions about uniformitarianism in a  passage comparing “the excavation of a great valley” to “continued creation.” This scientist spent  eight years studying barnacles and created the still-used taxonomic classification of that subclass.  This scientist examined human sexual selection in his book The (*) Descent of Man. While aboard  the HMS Beagle, this man collected specimens of Galapagos finches. For 10 points, name this biologist  who described natural selection in On the Origin of Species.",Charles Darwin
2022 IQBT Regular Season Set 1,9,16,"This character carries a pop gun in a short from Make Mine Music narrated by Sterling  Holloway, which features a happier ending than the original version commissioned by Natalya  Sats. A friend of this title character who earlier argues over the merits of swimming and flying  helps this character lasso an opponent's tail. In a (*) “symphonic fairy tale,” a string quartet  represents this Young Pioneer, whose grandfather warns of a wild predator. For 10 points, name this  character from a Sergei Prokofiev (SUR-gay pro-KAH-fee-ev) composition titled for him “and the Wolf.”",Peter [or Petya]
2022 IQBT Regular Season Set 1,9,17,"In this state in 2022, the Fern Hollow Bridge collapsed on the same day that Joe Biden was  scheduled to speak nearby about infrastructure. A candidate whose slogan is “walk with free  people” was criticized for not interacting with voters in this state. Rudy Giuliani held a press  conference outside of (*) Four Seasons Total Landscaping in this state, whose 2022 Senate candidates  have feuded over the Democrat's health and the Republican never living here. For 10 points, name this  state where John Fetterman and Mehmet Oz are running for office.",Pennsylvania
2022 IQBT Regular Season Set 1,9,18,"People who held this position oversaw building feats including the fortress of Sacsayhuamán  (SAK-say-wah-MAHN) and a road network used by chasquis (CHAH-skees). During a civil war  between two half-brothers claiming this position, Atoc won the Battle of Chillopampa (CHEE-yoh-PAHM-pah) prior to several victories by Quizquiz (KEEZ-keez). This title was abolished following  the execution of (*) Tupac Amaru I (TOO-pahk ah-MAH-roo the first). A holder of this position offered  a room full of gold to Francisco Pizarro in 1532. For 10 points, identify this position held by Atahualpa  (ah-tah-WAL-pah) that led an empire in the Andes.",Incan emperor [or Sapa Inca; or emperor of the Incans; or emperor of the Incan empire]
2022 IQBT Regular Season Set 1,9,19,"This quantity multiplied by the speed of light represents the Y-axis on a Minkowski (min-KAHV-skee) diagram. The letter tau denotes the “proper” form of this quantity measured along a  worldline. The change in length and this quantity is measured by the Lorentz (luh-RENZ) factor in  (*) special relativity. GPS satellites must continuously correct themselves due to the gravitational  dilation of this quantity. The change in velocity with respect to this quantity gives acceleration. For 10  points, name this quantity commonly measured in seconds.",time
2022 IQBT Regular Season Set 1,9,20,"A poetry collection in this language begins with a series of contradictions such as “I burn and  yet I freeze.” An early humanist writing in this language described the “Ascent of Mount  Ventoux” (VOW-too). A poetry collection in this language starts “You who hear the sound, in  scattered rhymes,” and is addressed to the author's lover, (*) Laura. Many poems in this language  use a scheme whose name means “third rhyme.” For 10 points, name this language used to write Il  Canzoniere (eel KAN-sun-YAIR-ee) by Petrarch.",Italian language
2022 IQBT Regular Season Set 1,9,21,"In the largest churches, the standard position regarding this field of religious thought relies on  the Greek word “homoousios” (hoh-moh-OO-shus). Conclusions in this subject made at the Council  of Chalcedon (KAL-see-din) are rejected by Oriental Orthodox churches, whose position on this  subject is often called (*) “miaphysite” (MEE-aaf-IZ-ait). This field of study seeks precise definitions of  words such as “substance,” “person,” and “nature” and is closely tied to explaining the Trinity. For 10  points, name this field of theology which seeks to explain how God and man can both exist in the  Savior.",Christology [or theology of the nature of Jesus; or theology of the nature of Christ; or  theology of the Trinity until “Trinity” is read; or Trinitarianism until “Trinity” is read]
2022 IQBT Regular Season Set 1,10,1,"The three-legged crow sometimes called Yangwu (yahng-WOO) inhabits this object. Some  instances of this object are the sons of Xihe (SHEE-huh). A goddess of this object tolerates her  brother burning her rice fields but retreats away after one of her weaving maidens is killed. The  archer Hou-yi (ho-YEE) shoots (*) several examples of this object when they all appear at once, leaving  only one. Amaterasu (ah-mah-ter-AH-soo) was the Shinto god of this object and jeopardized the world  by hiding it in a cave. For 10 points, Chinese myth believed that a dragon eating what object caused total  eclipses?",the sun
2022 IQBT Regular Season Set 1,10,2,"A candidate in this election served at the time as Secretary of the Treasury after Alexander  Dallas and ran alongside Nathaniel Macon. Secretary of the Navy Smith Thompson withdrew  from this election, in which losing candidate William Crawford carried two states. The House of  Representatives selected the (*) winner of this election after Henry Clay was eliminated. Despite  winning the popular vote, this election's loser called it a “corrupt bargain.” For 10 points, name this  election year in which John Quincy Adams defeated Andrew Jackson.",United States Presidential election of 1824
2022 IQBT Regular Season Set 1,10,3,"An island of this province is separated from the mainland by the Strait of Canso. The tourist  spot of Peggy's Cove sits on St. Margarets Bay in this province, which includes Cape Breton  Island. Citadel Hill sits in the center of this province's largest city, which contains the (*) Maritime  Museum of the Atlantic and was the site of a 1917 ship explosion. This province was once the  peninsular part of the French colony of Acadia, whose mainland portion became New Brunswick. For 10  points, name this Canadian province governed from Halifax.",Nova Scotia [or Nouvelle-Écosse]
2022 IQBT Regular Season Set 1,10,4,"This 23-species polyphyletic group includes a species that, in 2021, was discovered to contain  two females that reproduced by parthenogenesis (PAR-thuh-no-JEN-uh-sis) despite having access to  reproductively capable males. Another species in the group commonly known by this name uses a  large olfactory lobe to follow the scent of ethyl mercaptan to find food. The (*) Old World and New  World varieties of this bird belong to different families, but both display bald heads due to convergent  evolution. For 10 points, give this term for a bird of prey that scavenges on carrion.",vultures
2022 IQBT Regular Season Set 1,10,5,"The launch of this military campaign ended an eight-month period of relative inaction dubbed  the “Phony War.” Maxime Weygand's (max-EEM VAY-gah's) planned counterattack failed to stop  this campaign. The Second Armistice at Compiègne (kahm-PEN-yeh) was signed just six weeks  after the start of this campaign, which took a route through the (*) Ardennes (ARD-en) Forest that  bypassed the Maginot (MAA-jin-oh) Line and led to the creation of the Vichy (VEE-shee) government.  For 10 points, name this World War II Nazi-led campaign whose outcome forced Charles de Gaulle  (SHARL day GOAL) to flee to Britain.",Battle of France [or German invasion of France; or Axis defeat of France in World War  II; or Nazi invasion of France until “Nazi” is read]
2022 IQBT Regular Season Set 1,10,6,"The earliest depiction of the dodo bird in color was made by this dynasty's artist Ustad Mansur  (OO-stahd mahn-SOOR). The painting Prince with a Falcon depicts a popular hobby of this dynasty  in a form used up to 1400 times in some of its manuscripts, miniature painting. Over 410 fountains  were included in the Shalimar Gardens during this dynasty, whose architect (*) Ustad Lahauri (OO-stad lah-hah-OR-ee) designed a tomb for Mumtaz (MOOM-tahz). For 10 points, name this dynasty whose  emperor Shah Jahan (jah-HAHN) commissioned the Taj Mahal during its rule as the last Muslim dynasty  to control most of India.",Mughal dynasty [or Mughals; or Mughal empire]
2022 IQBT Regular Season Set 1,10,7,"This character notes that “only the gods can never age...all else...time obliterates.” This  character opens a play by trespassing on ground sacred to the Furies in a town near Athens where  Theseus (THEES-ee-us) receives him. Another play titled for this character opens with the use of  olive branches to combat a (*) plague. This character sends Creon to the Oracle of Delphi (DEL-fai) to  investigate the death of his father, Laius (LAI-us). For 10 points, name this king of Thebes (theebz) who  titles a Sophocles (SAH-fuh-kleez) play in which he learns he has killed his father and married his  mother.",Oedipus (ED-ip-us) [or Oedipus Rex; or Oedipus at Colonus]
2022 IQBT Regular Season Set 1,10,8,"This present-day country was long the main home of a Gnostic (NAH-stik) group that despises  the “lord of darkness” Krun and the demiurge (DEM-ee-urj) Ptahil (pit-AH-hil) and believes John  the Baptist was the final prophet. The largest regular gathering in the world is the Arba'een (ARB-ai-EEN) Pilgrimage in this country. (*) Mandaeans (MAN-day-inz) lived in this country, which is home  to the most popular shrines to imams visited on Ashura (AA-shoo-RAH), in Karbala (kar-BAH-lah) and  Najaf (nah-JAHF). For 10 points, what Arab country is the second most populous majority Shia Muslim  country in the world, after neighboring Iran?",Iraq [Republic of Iraq; or Jumhūriīyet al-ʿIrāq]
2022 IQBT Regular Season Set 1,10,9,"The Tanzi effect theorizes that increases in this economic phenomenon will decrease a  government's ability to effectively collect tax. This phenomenon is related to two measures of the  interest rate by the Fisher effect. When this phenomenon rises, peripheral “shoe leather” and (*) “menu” costs also go up. The Phillips curve connects increases in this phenomenon with decreases in  unemployment rates. The consumer price index is used to estimate the rate of this economic  phenomenon. For 10 points, name this phenomenon of general price increases.",inflation
2022 IQBT Regular Season Set 1,10,10,"This particle is predicted to have a half-life of at least 1032 (ten to the thirty-second) years, and it  may decay into a pion and a positron, though its decay has never been observed. In beta-plus  decay this particle decays to a neutron, which results in the emission of an electron neutrino and a  positron. (*) By firing alpha particles into nitrogen gas, Ernest Rutherford discovered this particle in  1919. The number of these particles in an atom determines atomic number. For 10 points, name these  positively charged particles found in the atom's nucleus.",proton
2022 IQBT Regular Season Set 1,10,11,"In the latest installment in this franchise, the company Biosyn produces genetically modified  locusts. That movie from this franchise includes a reunion between Dr. Ian Malcom and Dr. Ellie  Sattler. The title location for the first three movies in this franchise is owned by John Hammond  and is on (*) Isla Nublar (EES-kah noo-BLAR). The Chris Pratt-played Owen Grady is introduced in the  fourth film in this franchise as the trainer for Blue and other velociraptors. For 10 points, name this  movie franchise about a theme park filled with dinosaurs.",Jurassic Park [or Jurassic World]
2022 IQBT Regular Season Set 1,10,12,"This country is the home of the current head of the World Trade Organization. In this  country's towns of Jangebe (JAIN-guh-bay) and Kagara (KAH-gah-rah), students were kidnapped  from schools in 2021. This country's president was criticized for traveling to the UK for treatment  of suspected Ménière's (meh-nee-EERS) disease. This country banned (*) Twitter in 2021 after the  company deleted a tweet by its president which referenced the Biafran Civil War. For 10 points, what  African country's president Muhammadu Buhari (muh-HA-muh-doo boo-HA-ree) continues to struggle  against Boko Haram?",Nigeria [Federal Republic of Nigeria]
2022 IQBT Regular Season Set 1,10,13,"Damage done by this king's army is referred to by the German term Perserschutt (PAIR-zair-shoot). Queen Artemisia fought for this king in a battle that he allegedly watched from a throne set  up on Mount Aigaleo (AY-guh-LAY-oh). This king's forces were decisively defeated at the Battle of  (*) Plataea (plut-AY-uh), after which Athens founded the Delian League. Despite winning the Battle of  Thermopylae (therm-AH-puh-lai), this king's invasion of Greece was repelled. For 10 points, name this  Persian king who defeated Leonidas (LEE-oh-NAI-dus) and his 300 Spartans and was the son of Darius  (duh-RAI-us) the Great.",Xerxes I (ZERK-seez the first) [or Xerxes the Great]
